Algorithm,Number of Nodes,Number of Edges,Computation Time,Path Found,Minimal Weight
Kruskal's Algorithm (with queue),100,4049,0.049692774000000,"[(0, 95, 1), (2, 84, 1), (4, 43, 1), (4, 57, 1), (4, 72, 1), (5, 7, 1), (6, 8, 1), (7, 74, 1), (8, 32, 1), (8, 56, 1), (10, 26, 1), (10, 37, 1), (10, 94, 1), (15, 61, 1), (15, 65, 1), (15, 72, 1), (16, 55, 1), (16, 57, 1), (17, 62, 1), (18, 48, 1), (18, 78, 1), (21, 72, 1), (25, 99, 1), (27, 38, 1), (27, 59, 1), (30, 72, 1), (33, 37, 1), (34, 35, 1), (34, 46, 1), (34, 69, 1), (38, 58, 1), (45, 72, 1), (45, 91, 1), (46, 76, 1), (48, 66, 1), (62, 67, 1), (66, 81, 1), (66, 94, 1), (67, 68, 1), (79, 92, 1), (0, 16, 2), (0, 90, 2), (2, 64, 2), (4, 40, 2), (5, 71, 2), (5, 75, 2), (6, 17, 2), (6, 96, 2), (8, 15, 2), (9, 16, 2), (13, 27, 2), (13, 45, 2), (13, 71, 2), (15, 29, 2), (17, 78, 2), (24, 60, 2), (24, 78, 2), (26, 54, 2), (28, 56, 2), (29, 83, 2), (29, 92, 2), (31, 95, 2), (34, 87, 2), (40, 49, 2), (42, 97, 2), (43, 63, 2), (50, 79, 2), (69, 90, 2), (79, 86, 2), (1, 14, 3), (2, 11, 3), (3, 46, 3), (3, 53, 3), (7, 99, 3), (11, 44, 3), (11, 54, 3), (14, 78, 3), (18, 52, 3), (19, 51, 3), (22, 48, 3), (23, 87, 3), (39, 69, 3), (47, 95, 3), (51, 59, 3), (61, 73, 3), (77, 85, 3), (83, 85, 3), (91, 97, 3), (0, 70, 4), (6, 36, 4), (12, 98, 4), (19, 98, 4), (25, 82, 4), (45, 93, 4), (81, 89, 4), (41, 58, 5), (68, 80, 5), (78, 88, 5), (10, 20, 8)]",206
Prim's Algorithm (with queue),100,4049,0.022673470999997,"[(0, 95, 1), (0, 16, 2), (16, 55, 1), (16, 57, 1), (57, 4, 1), (4, 43, 1), (4, 72, 1), (72, 15, 1), (15, 61, 1), (15, 65, 1), (72, 21, 1), (72, 30, 1), (72, 45, 1), (45, 91, 1), (0, 90, 2), (4, 40, 2), (15, 8, 2), (8, 6, 1), (8, 32, 1), (8, 56, 1), (6, 17, 2), (17, 62, 1), (62, 67, 1), (67, 68, 1), (6, 96, 2), (15, 29, 2), (16, 9, 2), (17, 78, 2), (78, 18, 1), (18, 48, 1), (48, 66, 1), (66, 81, 1), (66, 94, 1), (94, 10, 1), (10, 26, 1), (10, 37, 1), (37, 33, 1), (26, 54, 2), (29, 83, 2), (29, 92, 2), (92, 79, 1), (32, 38, 2), (38, 27, 1), (27, 59, 1), (38, 58, 1), (27, 13, 2), (13, 71, 2), (40, 49, 2), (43, 63, 2), (56, 28, 2), (71, 5, 2), (5, 7, 1), (7, 74, 1), (5, 75, 2), (78, 24, 2), (24, 60, 2), (79, 50, 2), (79, 86, 2), (90, 69, 2), (69, 34, 1), (34, 35, 1), (34, 46, 1), (46, 76, 1), (34, 87, 2), (95, 31, 2), (7, 99, 3), (99, 25, 1), (13, 84, 3), (84, 2, 1), (2, 64, 2), (2, 11, 3), (11, 44, 3), (18, 52, 3), (46, 3, 3), (3, 53, 3), (48, 22, 3), (59, 51, 3), (51, 19, 3), (61, 73, 3), (69, 39, 3), (78, 14, 3), (14, 1, 3), (83, 85, 3), (85, 77, 3), (87, 23, 3), (91, 97, 3), (97, 42, 2), (95, 47, 3), (0, 70, 4), (6, 36, 4), (19, 98, 4), (25, 82, 4), (45, 93, 4), (81, 89, 4), (98, 12, 4), (58, 41, 5), (68, 80, 5), (78, 88, 5), (10, 20, 8)]",206
Kruskal's Algorithm (with queue),100,4099,0.048026647999997,"[(1, 44, 1), (2, 3, 1), (3, 49, 1), (4, 57, 1), (5, 45, 1), (6, 87, 1), (6, 93, 1), (7, 20, 1), (8, 13, 1), (10, 16, 1), (11, 50, 1), (13, 62, 1), (14, 40, 1), (15, 27, 1), (17, 57, 1), (20, 52, 1), (24, 31, 1), (27, 86, 1), (31, 92, 1), (32, 60, 1), (36, 77, 1), (36, 84, 1), (39, 82, 1), (41, 67, 1), (50, 59, 1), (55, 98, 1), (57, 80, 1), (59, 78, 1), (60, 96, 1), (61, 70, 1), (70, 99, 1), (85, 86, 1), (0, 27, 2), (2, 51, 2), (2, 73, 2), (2, 90, 2), (3, 67, 2), (3, 83, 2), (4, 32, 2), (4, 43, 2), (5, 15, 2), (9, 21, 2), (9, 99, 2), (10, 36, 2), (11, 13, 2), (11, 72, 2), (14, 30, 2), (18, 43, 2), (20, 38, 2), (24, 29, 2), (24, 82, 2), (26, 58, 2), (27, 57, 2), (27, 87, 2), (27, 89, 2), (29, 51, 2), (30, 33, 2), (38, 86, 2), (47, 54, 2), (53, 72, 2), (60, 79, 2), (65, 81, 2), (82, 85, 2), (90, 99, 2), (4, 35, 3), (5, 12, 3), (6, 53, 3), (8, 98, 3), (10, 49, 3), (15, 95, 3), (19, 21, 3), (19, 76, 3), (20, 69, 3), (22, 53, 3), (23, 65, 3), (28, 31, 3), (33, 35, 3), (42, 68, 3), (43, 97, 3), (56, 57, 3), (58, 69, 3), (71, 72, 3), (75, 88, 3), (10, 44, 4), (11, 64, 4), (13, 94, 4), (14, 23, 4), (18, 66, 4), (25, 93, 4), (31, 37, 4), (34, 76, 4), (40, 68, 4), (45, 47, 4), (48, 51, 4), (34, 75, 5), (49, 63, 5), (52, 91, 5), (23, 46, 6), (25, 74, 7)]",225
Prim's Algorithm (with queue),100,4099,0.023033589000001,"[(0, 27, 2), (27, 15, 1), (27, 86, 1), (86, 85, 1), (15, 5, 2), (5, 45, 1), (27, 57, 2), (57, 4, 1), (57, 17, 1), (57, 80, 1), (4, 32, 2), (32, 60, 1), (60, 96, 1), (4, 43, 2), (27, 87, 2), (87, 6, 1), (6, 93, 1), (27, 89, 2), (43, 18, 2), (60, 79, 2), (85, 82, 2), (82, 39, 1), (82, 24, 2), (24, 31, 1), (31, 92, 1), (24, 29, 2), (29, 51, 2), (51, 2, 2), (2, 3, 1), (3, 49, 1), (2, 73, 2), (2, 90, 2), (3, 67, 2), (67, 41, 1), (3, 83, 2), (86, 38, 2), (38, 20, 2), (20, 7, 1), (20, 52, 1), (90, 99, 2), (99, 70, 1), (70, 61, 1), (99, 9, 2), (9, 21, 2), (4, 35, 3), (5, 12, 3), (6, 53, 3), (53, 72, 2), (72, 11, 2), (11, 50, 1), (50, 59, 1), (59, 78, 1), (11, 13, 2), (13, 8, 1), (13, 62, 1), (8, 98, 3), (98, 55, 1), (15, 95, 3), (20, 69, 3), (21, 19, 3), (19, 76, 3), (31, 28, 3), (35, 33, 3), (33, 30, 2), (30, 14, 2), (14, 40, 1), (41, 77, 3), (77, 36, 1), (36, 84, 1), (36, 10, 2), (10, 16, 1), (43, 97, 3), (53, 22, 3), (57, 56, 3), (69, 58, 3), (58, 26, 2), (72, 71, 3), (10, 44, 4), (44, 1, 1), (11, 64, 4), (13, 94, 4), (14, 23, 4), (23, 65, 3), (65, 81, 2), (18, 66, 4), (31, 37, 4), (40, 68, 4), (68, 42, 3), (45, 47, 4), (47, 54, 2), (51, 48, 4), (76, 34, 4), (93, 25, 4), (34, 75, 5), (75, 88, 3), (49, 63, 5), (52, 91, 5), (23, 46, 6), (25, 74, 7)]",225
Kruskal's Algorithm (with queue),100,4149,0.060816205999998,"[(0, 30, 1), (0, 99, 1), (1, 47, 1), (2, 89, 1), (4, 61, 1), (5, 52, 1), (8, 66, 1), (10, 39, 1), (12, 81, 1), (13, 45, 1), (15, 22, 1), (16, 39, 1), (18, 56, 1), (18, 75, 1), (19, 98, 1), (20, 57, 1), (23, 28, 1), (23, 33, 1), (23, 47, 1), (24, 25, 1), (26, 40, 1), (26, 44, 1), (33, 55, 1), (34, 70, 1), (36, 43, 1), (36, 82, 1), (37, 39, 1), (39, 77, 1), (40, 48, 1), (42, 97, 1), (44, 53, 1), (48, 61, 1), (48, 71, 1), (48, 95, 1), (52, 55, 1), (55, 62, 1), (55, 95, 1), (61, 83, 1), (62, 78, 1), (64, 73, 1), (65, 74, 1), (66, 87, 1), (68, 76, 1), (71, 85, 1), (79, 80, 1), (81, 96, 1), (85, 94, 1), (86, 89, 1), (1, 97, 2), (2, 98, 2), (3, 92, 2), (5, 45, 2), (6, 90, 2), (9, 41, 2), (11, 19, 2), (16, 73, 2), (17, 82, 2), (18, 43, 2), (18, 45, 2), (19, 41, 2), (21, 34, 2), (22, 27, 2), (23, 58, 2), (23, 63, 2), (24, 62, 2), (33, 80, 2), (35, 59, 2), (36, 84, 2), (38, 84, 2), (39, 41, 2), (39, 53, 2), (43, 51, 2), (49, 53, 2), (50, 69, 2), (51, 68, 2), (65, 77, 2), (69, 73, 2), (72, 98, 2), (88, 98, 2), (0, 50, 3), (3, 6, 3), (3, 32, 3), (3, 35, 3), (5, 27, 3), (5, 92, 3), (6, 67, 3), (8, 26, 3), (12, 72, 3), (14, 15, 3), (16, 20, 3), (17, 46, 3), (18, 93, 3), (27, 31, 3), (29, 44, 3), (34, 56, 3), (45, 91, 3), (31, 60, 4), (48, 54, 4), (7, 97, 6)]",175
Prim's Algorithm (with queue),100,4149,0.025280831000003,"[(0, 30, 1), (0, 99, 1), (0, 50, 3), (50, 69, 2), (69, 73, 2), (73, 64, 1), (73, 16, 2), (16, 39, 1), (39, 10, 1), (39, 37, 1), (39, 77, 1), (39, 41, 2), (39, 53, 2), (53, 44, 1), (44, 26, 1), (26, 40, 1), (40, 48, 1), (48, 61, 1), (48, 71, 1), (48, 95, 1), (61, 4, 1), (61, 83, 1), (71, 85, 1), (85, 94, 1), (95, 55, 1), (55, 33, 1), (33, 23, 1), (23, 28, 1), (23, 47, 1), (47, 1, 1), (55, 52, 1), (52, 5, 1), (55, 62, 1), (62, 78, 1), (1, 97, 2), (97, 42, 1), (5, 45, 2), (45, 13, 1), (23, 58, 2), (23, 63, 2), (26, 56, 2), (56, 18, 1), (18, 75, 1), (18, 43, 2), (43, 36, 1), (36, 82, 1), (33, 80, 2), (80, 79, 1), (36, 84, 2), (41, 9, 2), (41, 19, 2), (19, 98, 1), (19, 11, 2), (43, 51, 2), (51, 68, 2), (68, 76, 1), (53, 49, 2), (62, 24, 2), (24, 25, 1), (77, 65, 2), (65, 74, 1), (80, 86, 2), (86, 89, 1), (89, 2, 1), (82, 17, 2), (84, 38, 2), (98, 72, 2), (98, 88, 2), (5, 27, 3), (27, 22, 2), (22, 15, 1), (5, 92, 3), (92, 3, 2), (3, 6, 3), (6, 90, 2), (3, 32, 3), (3, 35, 3), (35, 59, 2), (6, 67, 3), (15, 14, 3), (16, 20, 3), (20, 57, 1), (17, 46, 3), (18, 93, 3), (26, 8, 3), (8, 66, 1), (66, 87, 1), (27, 31, 3), (44, 29, 3), (45, 91, 3), (56, 34, 3), (34, 70, 1), (34, 21, 2), (67, 96, 3), (96, 81, 1), (81, 12, 1), (31, 60, 4), (48, 54, 4), (97, 7, 6)]",175
Kruskal's Algorithm (with queue),100,4199,0.053930674000000,"[(0, 69, 1), (1, 26, 1), (7, 81, 1), (7, 87, 1), (8, 80, 1), (10, 17, 1), (10, 19, 1), (10, 41, 1), (10, 51, 1), (13, 60, 1), (14, 45, 1), (14, 64, 1), (15, 52, 1), (15, 82, 1), (18, 79, 1), (19, 99, 1), (21, 46, 1), (26, 94, 1), (27, 44, 1), (27, 95, 1), (28, 54, 1), (30, 71, 1), (32, 91, 1), (33, 60, 1), (34, 42, 1), (34, 54, 1), (45, 62, 1), (46, 61, 1), (53, 70, 1), (54, 73, 1), (54, 97, 1), (56, 74, 1), (60, 84, 1), (60, 94, 1), (61, 66, 1), (65, 68, 1), (66, 75, 1), (66, 76, 1), (67, 76, 1), (67, 92, 1), (88, 90, 1), (88, 99, 1), (0, 53, 2), (7, 38, 2), (7, 59, 2), (7, 73, 2), (8, 72, 2), (9, 46, 2), (9, 68, 2), (11, 49, 2), (13, 43, 2), (14, 16, 2), (15, 16, 2), (15, 57, 2), (18, 47, 2), (18, 58, 2), (23, 24, 2), (23, 28, 2), (24, 71, 2), (24, 75, 2), (25, 58, 2), (26, 83, 2), (29, 67, 2), (30, 79, 2), (31, 46, 2), (34, 56, 2), (34, 60, 2), (35, 97, 2), (36, 40, 2), (37, 39, 2), (39, 66, 2), (41, 70, 2), (45, 93, 2), (50, 59, 2), (52, 61, 2), (66, 72, 2), (72, 78, 2), (72, 86, 2), (78, 90, 2), (2, 24, 3), (3, 40, 3), (3, 50, 3), (5, 41, 3), (8, 89, 3), (10, 49, 3), (10, 95, 3), (18, 77, 3), (20, 39, 3), (43, 55, 3), (48, 83, 3), (65, 96, 3), (76, 85, 3), (4, 17, 4), (6, 18, 4), (10, 91, 4), (12, 90, 4), (19, 22, 5), (31, 63, 5), (6, 98, 6)]",187
Prim's Algorithm (with queue),100,4199,0.023389524999999,"[(0, 69, 1), (0, 53, 2), (53, 70, 1), (70, 41, 2), (41, 10, 1), (10, 17, 1), (10, 19, 1), (10, 51, 1), (19, 99, 1), (99, 88, 1), (88, 90, 1), (90, 78, 2), (78, 72, 2), (72, 8, 2), (8, 80, 1), (72, 66, 2), (66, 61, 1), (61, 46, 1), (46, 21, 1), (66, 75, 1), (66, 76, 1), (76, 67, 1), (67, 92, 1), (46, 9, 2), (9, 68, 2), (68, 65, 1), (46, 31, 2), (31, 71, 2), (71, 30, 1), (30, 79, 2), (79, 18, 1), (18, 47, 2), (18, 58, 2), (58, 25, 2), (61, 52, 2), (52, 15, 1), (15, 82, 1), (15, 16, 2), (15, 57, 2), (16, 14, 2), (14, 45, 1), (14, 64, 1), (45, 62, 1), (45, 93, 2), (66, 39, 2), (39, 37, 2), (67, 29, 2), (71, 24, 2), (24, 23, 2), (23, 28, 2), (28, 54, 1), (54, 34, 1), (34, 42, 1), (54, 73, 1), (54, 97, 1), (34, 56, 2), (56, 74, 1), (34, 60, 2), (60, 13, 1), (60, 33, 1), (60, 84, 1), (60, 94, 1), (94, 26, 1), (26, 1, 1), (13, 43, 2), (26, 83, 2), (72, 86, 2), (73, 7, 2), (7, 81, 1), (7, 87, 1), (7, 38, 2), (7, 59, 2), (59, 50, 2), (97, 35, 2), (8, 89, 3), (10, 49, 3), (49, 11, 2), (10, 95, 3), (95, 27, 1), (27, 44, 1), (13, 40, 3), (40, 36, 2), (18, 77, 3), (24, 2, 3), (39, 20, 3), (40, 3, 3), (41, 5, 3), (43, 55, 3), (65, 96, 3), (76, 85, 3), (83, 48, 3), (10, 91, 4), (91, 32, 1), (17, 4, 4), (18, 6, 4), (90, 12, 4), (19, 22, 5), (31, 63, 5), (6, 98, 6)]",187
Kruskal's Algorithm (with queue),100,4249,0.053586195000001,"[(1, 29, 1), (1, 52, 1), (2, 41, 1), (5, 95, 1), (6, 80, 1), (8, 85, 1), (8, 99, 1), (9, 91, 1), (11, 66, 1), (11, 74, 1), (11, 80, 1), (12, 97, 1), (13, 21, 1), (13, 40, 1), (13, 81, 1), (14, 89, 1), (15, 60, 1), (16, 67, 1), (17, 86, 1), (18, 64, 1), (18, 70, 1), (19, 84, 1), (19, 97, 1), (20, 52, 1), (23, 48, 1), (23, 72, 1), (23, 88, 1), (25, 80, 1), (26, 73, 1), (29, 36, 1), (30, 80, 1), (30, 85, 1), (31, 87, 1), (34, 56, 1), (36, 42, 1), (38, 82, 1), (41, 45, 1), (42, 53, 1), (42, 90, 1), (44, 60, 1), (46, 85, 1), (46, 86, 1), (48, 71, 1), (48, 80, 1), (50, 53, 1), (57, 89, 1), (59, 62, 1), (59, 67, 1), (62, 86, 1), (63, 65, 1), (63, 68, 1), (64, 69, 1), (71, 92, 1), (73, 90, 1), (75, 98, 1), (77, 86, 1), (78, 97, 1), (86, 98, 1), (0, 13, 2), (1, 81, 2), (2, 70, 2), (3, 17, 2), (4, 51, 2), (5, 33, 2), (5, 64, 2), (7, 99, 2), (8, 81, 2), (9, 61, 2), (10, 73, 2), (11, 12, 2), (12, 57, 2), (13, 37, 2), (13, 43, 2), (15, 41, 2), (18, 81, 2), (19, 22, 2), (19, 27, 2), (19, 83, 2), (20, 55, 2), (24, 48, 2), (30, 47, 2), (35, 76, 2), (36, 58, 2), (36, 93, 2), (39, 95, 2), (55, 61, 2), (56, 73, 2), (79, 99, 2), (4, 37, 3), (28, 75, 3), (31, 65, 3), (45, 96, 3), (60, 94, 3), (65, 86, 3), (66, 82, 3), (6, 35, 4), (16, 49, 4), (34, 54, 4), (32, 82, 5)]",156
Prim's Algorithm (with queue),100,4249,0.024076102999999,"[(0, 13, 2), (13, 21, 1), (13, 40, 1), (13, 81, 1), (13, 37, 2), (13, 43, 2), (37, 66, 2), (66, 11, 1), (11, 74, 1), (11, 80, 1), (80, 6, 1), (80, 25, 1), (80, 30, 1), (30, 85, 1), (80, 48, 1), (48, 23, 1), (23, 72, 1), (23, 88, 1), (48, 71, 1), (71, 92, 1), (85, 8, 1), (8, 99, 1), (85, 46, 1), (46, 86, 1), (86, 17, 1), (86, 62, 1), (62, 59, 1), (59, 67, 1), (67, 16, 1), (86, 77, 1), (86, 98, 1), (98, 75, 1), (11, 12, 2), (12, 97, 1), (97, 19, 1), (19, 84, 1), (97, 78, 1), (12, 57, 2), (57, 89, 1), (89, 14, 1), (16, 73, 2), (73, 26, 1), (73, 90, 1), (90, 42, 1), (42, 36, 1), (36, 29, 1), (29, 1, 1), (1, 52, 1), (42, 53, 1), (52, 20, 1), (53, 50, 1), (17, 3, 2), (19, 22, 2), (19, 27, 2), (19, 83, 2), (20, 55, 2), (30, 47, 2), (36, 58, 2), (36, 93, 2), (48, 24, 2), (55, 61, 2), (57, 41, 2), (41, 2, 1), (41, 45, 1), (2, 70, 2), (70, 18, 1), (18, 64, 1), (64, 69, 1), (41, 15, 2), (15, 60, 1), (60, 44, 1), (61, 9, 2), (9, 91, 1), (64, 5, 2), (5, 95, 1), (5, 33, 2), (73, 10, 2), (73, 56, 2), (56, 34, 1), (95, 39, 2), (99, 7, 2), (99, 79, 2), (37, 4, 3), (4, 51, 2), (45, 96, 3), (60, 94, 3), (66, 82, 3), (82, 38, 1), (75, 28, 3), (86, 65, 3), (65, 63, 1), (63, 68, 1), (65, 31, 3), (31, 87, 1), (6, 35, 4), (35, 76, 2), (16, 49, 4), (34, 54, 4), (82, 32, 5)]",156
Kruskal's Algorithm (with queue),100,4299,0.054223179999994,"[(1, 56, 1), (2, 43, 1), (3, 28, 1), (6, 7, 1), (8, 99, 1), (11, 29, 1), (11, 45, 1), (13, 36, 1), (15, 69, 1), (15, 93, 1), (16, 51, 1), (16, 99, 1), (17, 54, 1), (18, 33, 1), (20, 93, 1), (21, 88, 1), (22, 35, 1), (24, 85, 1), (27, 44, 1), (28, 54, 1), (28, 55, 1), (30, 47, 1), (31, 72, 1), (31, 83, 1), (32, 86, 1), (33, 86, 1), (34, 56, 1), (38, 85, 1), (38, 92, 1), (39, 70, 1), (42, 78, 1), (43, 80, 1), (45, 78, 1), (45, 92, 1), (47, 80, 1), (49, 84, 1), (50, 83, 1), (51, 73, 1), (52, 81, 1), (57, 77, 1), (58, 98, 1), (66, 87, 1), (76, 83, 1), (91, 93, 1), (93, 97, 1), (0, 29, 2), (2, 46, 2), (3, 37, 2), (3, 94, 2), (5, 22, 2), (5, 26, 2), (6, 99, 2), (7, 44, 2), (7, 58, 2), (8, 65, 2), (9, 81, 2), (10, 14, 2), (10, 69, 2), (12, 91, 2), (13, 78, 2), (18, 21, 2), (18, 23, 2), (25, 31, 2), (26, 40, 2), (26, 78, 2), (27, 35, 2), (27, 61, 2), (28, 99, 2), (32, 96, 2), (36, 80, 2), (39, 64, 2), (40, 95, 2), (41, 49, 2), (41, 63, 2), (46, 75, 2), (46, 76, 2), (47, 60, 2), (48, 88, 2), (56, 93, 2), (58, 87, 2), (63, 66, 2), (68, 72, 2), (68, 89, 2), (74, 75, 2), (79, 91, 2), (93, 95, 2), (11, 33, 3), (12, 57, 3), (19, 85, 3), (21, 81, 3), (31, 64, 3), (57, 82, 3), (71, 72, 3), (22, 90, 4), (29, 59, 4), (53, 82, 4), (21, 62, 6), (23, 67, 6), (4, 31, 8)]",180
Prim's Algorithm (with queue),100,4299,0.024725414999999,"[(0, 29, 2), (29, 11, 1), (11, 45, 1), (45, 78, 1), (45, 92, 1), (78, 42, 1), (92, 38, 1), (38, 85, 1), (85, 24, 1), (38, 61, 2), (61, 27, 2), (27, 44, 1), (27, 35, 2), (35, 22, 1), (22, 5, 2), (5, 26, 2), (26, 40, 2), (40, 95, 2), (44, 7, 2), (7, 6, 1), (6, 99, 2), (99, 8, 1), (99, 16, 1), (16, 51, 1), (51, 73, 1), (7, 58, 2), (58, 98, 1), (8, 65, 2), (58, 87, 2), (87, 66, 1), (66, 63, 2), (63, 41, 2), (41, 49, 2), (49, 84, 1), (78, 13, 2), (13, 36, 1), (36, 80, 2), (80, 43, 1), (43, 2, 1), (80, 47, 1), (47, 30, 1), (2, 46, 2), (46, 75, 2), (46, 76, 2), (76, 83, 1), (83, 31, 1), (31, 72, 1), (83, 50, 1), (31, 25, 2), (47, 60, 2), (72, 68, 2), (68, 89, 2), (75, 74, 2), (95, 93, 2), (93, 15, 1), (15, 69, 1), (93, 20, 1), (93, 91, 1), (93, 97, 1), (20, 14, 2), (14, 10, 2), (91, 12, 2), (91, 79, 2), (93, 56, 2), (56, 1, 1), (56, 34, 1), (99, 28, 2), (28, 3, 1), (28, 54, 1), (28, 55, 1), (54, 17, 1), (3, 37, 2), (3, 94, 2), (11, 33, 3), (33, 18, 1), (33, 86, 1), (86, 32, 1), (18, 21, 2), (21, 88, 1), (18, 23, 2), (32, 96, 2), (88, 48, 2), (12, 57, 3), (57, 77, 1), (21, 81, 3), (81, 52, 1), (81, 9, 2), (31, 64, 3), (64, 39, 2), (39, 70, 1), (57, 82, 3), (72, 71, 3), (85, 19, 3), (22, 90, 4), (29, 59, 4), (82, 53, 4), (21, 62, 6), (23, 67, 6), (31, 4, 8)]",180
Kruskal's Algorithm (with queue),100,4349,0.055274347000001,"[(0, 40, 1), (0, 64, 1), (1, 70, 1), (3, 10, 1), (3, 63, 1), (4, 82, 1), (7, 68, 1), (7, 91, 1), (9, 90, 1), (10, 56, 1), (11, 68, 1), (13, 17, 1), (14, 44, 1), (16, 27, 1), (17, 26, 1), (18, 56, 1), (20, 66, 1), (20, 76, 1), (22, 49, 1), (23, 71, 1), (26, 74, 1), (27, 77, 1), (29, 44, 1), (30, 43, 1), (32, 59, 1), (32, 88, 1), (34, 52, 1), (37, 58, 1), (38, 77, 1), (38, 81, 1), (39, 92, 1), (42, 58, 1), (43, 98, 1), (45, 82, 1), (48, 72, 1), (52, 60, 1), (53, 68, 1), (59, 77, 1), (62, 97, 1), (63, 70, 1), (65, 72, 1), (68, 72, 1), (69, 70, 1), (73, 79, 1), (0, 29, 2), (0, 38, 2), (0, 73, 2), (1, 8, 2), (1, 32, 2), (3, 7, 2), (5, 69, 2), (7, 34, 2), (7, 71, 2), (9, 26, 2), (11, 17, 2), (12, 56, 2), (15, 54, 2), (22, 91, 2), (24, 32, 2), (24, 50, 2), (25, 39, 2), (25, 70, 2), (29, 93, 2), (30, 40, 2), (36, 58, 2), (38, 94, 2), (39, 83, 2), (42, 85, 2), (47, 72, 2), (48, 67, 2), (51, 67, 2), (54, 82, 2), (59, 86, 2), (66, 70, 2), (70, 95, 2), (82, 87, 2), (89, 92, 2), (2, 30, 3), (10, 54, 3), (13, 78, 3), (18, 61, 3), (21, 45, 3), (31, 47, 3), (31, 58, 3), (33, 37, 3), (72, 84, 3), (2, 6, 4), (5, 99, 4), (10, 41, 4), (13, 55, 4), (22, 96, 4), (23, 57, 4), (27, 46, 4), (28, 69, 4), (35, 68, 4), (36, 62, 4), (27, 80, 5), (30, 75, 6), (19, 77, 7)]",195
Prim's Algorithm (with queue),100,4349,0.024462249000003,"[(0, 40, 1), (0, 64, 1), (0, 29, 2), (29, 44, 1), (44, 14, 1), (0, 38, 2), (38, 77, 1), (38, 81, 1), (77, 27, 1), (27, 16, 1), (77, 59, 1), (59, 32, 1), (32, 88, 1), (0, 73, 2), (73, 79, 1), (29, 93, 2), (32, 1, 2), (1, 70, 1), (70, 63, 1), (63, 3, 1), (3, 10, 1), (10, 56, 1), (56, 18, 1), (70, 69, 1), (1, 8, 2), (3, 7, 2), (7, 68, 1), (7, 91, 1), (68, 11, 1), (68, 53, 1), (68, 72, 1), (72, 48, 1), (72, 65, 1), (7, 34, 2), (34, 52, 1), (52, 60, 1), (7, 71, 2), (71, 23, 1), (11, 17, 2), (17, 13, 1), (17, 26, 1), (26, 74, 1), (26, 9, 2), (9, 90, 1), (32, 24, 2), (24, 50, 2), (38, 94, 2), (40, 30, 2), (30, 43, 1), (43, 98, 1), (48, 67, 2), (56, 12, 2), (59, 86, 2), (67, 51, 2), (69, 5, 2), (70, 25, 2), (25, 39, 2), (39, 92, 1), (39, 83, 2), (70, 66, 2), (66, 20, 1), (20, 76, 1), (70, 95, 2), (72, 47, 2), (91, 22, 2), (22, 49, 1), (92, 89, 2), (10, 54, 3), (54, 15, 2), (54, 82, 2), (82, 4, 1), (82, 45, 1), (82, 87, 2), (13, 78, 3), (18, 61, 3), (30, 2, 3), (38, 36, 3), (36, 58, 2), (58, 37, 1), (58, 42, 1), (42, 85, 2), (37, 33, 3), (45, 21, 3), (47, 31, 3), (72, 84, 3), (2, 6, 4), (5, 99, 4), (10, 41, 4), (13, 55, 4), (22, 96, 4), (23, 57, 4), (27, 46, 4), (36, 62, 4), (62, 97, 1), (68, 35, 4), (69, 28, 4), (27, 80, 5), (30, 75, 6), (77, 19, 7)]",195
Kruskal's Algorithm (with queue),100,4399,0.054192468000004,"[(0, 18, 1), (0, 36, 1), (1, 23, 1), (1, 54, 1), (1, 82, 1), (4, 23, 1), (6, 12, 1), (6, 81, 1), (7, 31, 1), (7, 91, 1), (9, 48, 1), (11, 45, 1), (12, 66, 1), (13, 57, 1), (13, 75, 1), (14, 81, 1), (16, 35, 1), (18, 55, 1), (22, 31, 1), (23, 34, 1), (23, 73, 1), (23, 79, 1), (25, 35, 1), (26, 91, 1), (28, 83, 1), (29, 42, 1), (34, 95, 1), (35, 82, 1), (36, 64, 1), (38, 81, 1), (39, 50, 1), (43, 84, 1), (50, 80, 1), (50, 98, 1), (54, 59, 1), (67, 82, 1), (79, 98, 1), (1, 27, 2), (1, 78, 2), (2, 4, 2), (2, 5, 2), (6, 89, 2), (12, 94, 2), (13, 83, 2), (17, 21, 2), (17, 33, 2), (19, 27, 2), (24, 73, 2), (25, 44, 2), (26, 67, 2), (28, 49, 2), (37, 44, 2), (38, 96, 2), (40, 88, 2), (47, 60, 2), (47, 93, 2), (51, 53, 2), (51, 83, 2), (52, 72, 2), (53, 73, 2), (56, 64, 2), (57, 87, 2), (62, 68, 2), (63, 92, 2), (69, 73, 2), (77, 89, 2), (0, 11, 3), (0, 37, 3), (0, 63, 3), (0, 90, 3), (2, 43, 3), (3, 82, 3), (4, 30, 3), (6, 13, 3), (6, 97, 3), (9, 69, 3), (29, 51, 3), (32, 61, 3), (32, 73, 3), (33, 67, 3), (33, 76, 3), (35, 46, 3), (40, 61, 3), (46, 99, 3), (70, 92, 3), (71, 80, 3), (10, 72, 4), (10, 82, 4), (14, 15, 4), (20, 46, 4), (20, 65, 4), (27, 93, 4), (39, 68, 4), (41, 75, 4), (51, 74, 4), (58, 59, 4), (85, 93, 4), (8, 30, 6), (32, 86, 6)]",211
